nama_provinsi,kode_kabkota,nama_kabkota,tahun,indikator_ipm,satuan,nilai
"Prov. Riau",1408,"Kab. Bengkalis",2012,"Rata-rata Lama Sekolah","Tahun",9.18
"Prov. Riau",1408,"Kab. Bengkalis",2012,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",644.81
"Prov. Riau",1408,"Kab. Bengkalis",2012,"IPM","Tanpa Satuan",75.86
"Prov. Riau",1409,"Kab. Rokan Hilir",2004,"Angka Harapan Hidup","Tahun",66.2
"Prov. Riau",1409,"Kab. Rokan Hilir",2004,"Angka Melek Huruf","Persen",88.8
"Prov. Riau",1409,"Kab. Rokan Hilir",2004,"Rata-rata Lama Sekolah","Tahun",7
"Prov. Riau",1409,"Kab. Rokan Hilir",2004,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",616.61
"Prov. Riau",1409,"Kab. Rokan Hilir",2004,"IPM","Tanpa Satuan",67.57
"Prov. Riau",1409,"Kab. Rokan Hilir",2005,"Angka Harapan Hidup","Tahun",66.64
"Prov. Riau",1409,"Kab. Rokan Hilir",2005,"Angka Melek Huruf","Persen",88.8
"Prov. Riau",1409,"Kab. Rokan Hilir",2005,"Rata-rata Lama Sekolah","Tahun",7
"Prov. Riau",1409,"Kab. Rokan Hilir",2005,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",627.14
"Prov. Riau",1409,"Kab. Rokan Hilir",2005,"IPM","Tanpa Satuan",68.63
"Prov. Riau",1409,"Kab. Rokan Hilir",2006,"Angka Harapan Hidup","Tahun",66.9
"Prov. Riau",1409,"Kab. Rokan Hilir",2006,"Angka Melek Huruf","Persen",97.37
"Prov. Riau",1409,"Kab. Rokan Hilir",2006,"Rata-rata Lama Sekolah","Tahun",7.2
"Prov. Riau",1409,"Kab. Rokan Hilir",2006,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",627.93
"Prov. Riau",1409,"Kab. Rokan Hilir",2006,"IPM","Tanpa Satuan",70.89
"Prov. Riau",1409,"Kab. Rokan Hilir",2007,"Angka Harapan Hidup","Tahun",67.01
"Prov. Riau",1409,"Kab. Rokan Hilir",2007,"Angka Melek Huruf","Persen",97.37
"Prov. Riau",1409,"Kab. Rokan Hilir",2007,"Rata-rata Lama Sekolah","Tahun",7.2
"Prov. Riau",1409,"Kab. Rokan Hilir",2007,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",629.32
"Prov. Riau",1409,"Kab. Rokan Hilir",2007,"IPM","Tanpa Satuan",71.06
"Prov. Riau",1409,"Kab. Rokan Hilir",2008,"Angka Harapan Hidup","Tahun",67.04
"Prov. Riau",1409,"Kab. Rokan Hilir",2008,"Angka Melek Huruf","Persen",97.37
"Prov. Riau",1409,"Kab. Rokan Hilir",2008,"Rata-rata Lama Sekolah","Tahun",7.2
"Prov. Riau",1409,"Kab. Rokan Hilir",2008,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",634.96
"Prov. Riau",1409,"Kab. Rokan Hilir",2008,"IPM","Tanpa Satuan",71.51
"Prov. Riau",1409,"Kab. Rokan Hilir",2009,"Angka Harapan Hidup","Tahun",67.11
"Prov. Riau",1409,"Kab. Rokan Hilir",2009,"Angka Melek Huruf","Persen",97.8
"Prov. Riau",1409,"Kab. Rokan Hilir",2009,"Rata-rata Lama Sekolah","Tahun",7.48
"Prov. Riau",1409,"Kab. Rokan Hilir",2009,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",636.69
"Prov. Riau",1409,"Kab. Rokan Hilir",2009,"IPM","Tanpa Satuan",71.98
"Prov. Riau",1409,"Kab. Rokan Hilir",2010,"Angka Harapan Hidup","Tahun",67.18
"Prov. Riau",1409,"Kab. Rokan Hilir",2010,"Angka Melek Huruf","Persen",97.99
"Prov. Riau",1409,"Kab. Rokan Hilir",2010,"Rata-rata Lama Sekolah","Tahun",7.87
"Prov. Riau",1409,"Kab. Rokan Hilir",2010,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",637.78
"Prov. Riau",1409,"Kab. Rokan Hilir",2010,"IPM","Tanpa Satuan",72.43
"Prov. Riau",1409,"Kab. Rokan Hilir",2011,"Angka Harapan Hidup","Tahun",67.25
"Prov. Riau",1409,"Kab. Rokan Hilir",2011,"Angka Melek Huruf","Persen",98.15
"Prov. Riau",1409,"Kab. Rokan Hilir",2011,"Rata-rata Lama Sekolah","Tahun",7.89
"Prov. Riau",1409,"Kab. Rokan Hilir",2011,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",641.77
"Prov. Riau",1409,"Kab. Rokan Hilir",2011,"IPM","Tanpa Satuan",72.83
"Prov. Riau",1409,"Kab. Rokan Hilir",2012,"Angka Harapan Hidup","Tahun",67.32
"Prov. Riau",1409,"Kab. Rokan Hilir",2012,"Angka Melek Huruf","Persen",98.18
"Prov. Riau",1409,"Kab. Rokan Hilir",2012,"Rata-rata Lama Sekolah","Tahun",7.9
"Prov. Riau",1409,"Kab. Rokan Hilir",2012,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",645.54
"Prov. Riau",1409,"Kab. Rokan Hilir",2012,"IPM","Tanpa Satuan",73.17
"Prov. Riau",1410,"Kab. Kepulauan Meranti",2004,"Angka Harapan Hidup","Tahun",
"Prov. Riau",1410,"Kab. Kepulauan Meranti",2004,"Angka Melek Huruf","Persen",
"Prov. Riau",1410,"Kab. Kepulauan Meranti",2004,"Rata-rata Lama Sekolah","Tahun",
"Prov. Riau",1410,"Kab. Kepulauan Meranti",2004,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",
"Prov. Riau",1410,"Kab. Kepulauan Meranti",2004,"IPM","Tanpa Satuan",
"Prov. Riau",1410,"Kab. Kepulauan Meranti",2005,"Angka Harapan Hidup","Tahun",
"Prov. Riau",1410,"Kab. Kepulauan Meranti",2005,"Angka Melek Huruf","Persen",
"Prov. Riau",1410,"Kab. Kepulauan Meranti",2005,"Rata-rata Lama Sekolah","Tahun",
"Prov. Riau",1410,"Kab. Kepulauan Meranti",2005,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",
"Prov. Riau",1410,"Kab. Kepulauan Meranti",2005,"IPM","Tanpa Satuan",
"Prov. Riau",1410,"Kab. Kepulauan Meranti",2006,"Angka Harapan Hidup","Tahun",
"Prov. Riau",1410,"Kab. Kepulauan Meranti",2006,"Angka Melek Huruf","Persen",
"Prov. Riau",1410,"Kab. Kepulauan Meranti",2006,"Rata-rata Lama Sekolah","Tahun",
"Prov. Riau",1410,"Kab. Kepulauan Meranti",2006,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",
"Prov. Riau",1410,"Kab. Kepulauan Meranti",2006,"IPM","Tanpa Satuan",
"Prov. Riau",1410,"Kab. Kepulauan Meranti",2007,"Angka Harapan Hidup","Tahun",
"Prov. Riau",1410,"Kab. Kepulauan Meranti",2007,"Angka Melek Huruf","Persen",
"Prov. Riau",1410,"Kab. Kepulauan Meranti",2007,"Rata-rata Lama Sekolah","Tahun",
"Prov. Riau",1410,"Kab. Kepulauan Meranti",2007,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",
"Prov. Riau",1410,"Kab. Kepulauan Meranti",2007,"IPM","Tanpa Satuan",
"Prov. Riau",1410,"Kab. Kepulauan Meranti",2008,"Angka Harapan Hidup","Tahun",
"Prov. Riau",1410,"Kab. Kepulauan Meranti",2008,"Angka Melek Huruf","Persen",
"Prov. Riau",1410,"Kab. Kepulauan Meranti",2008,"Rata-rata Lama Sekolah","Tahun",
"Prov. Riau",1410,"Kab. Kepulauan Meranti",2008,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",
"Prov. Riau",1410,"Kab. Kepulauan Meranti",2008,"IPM","Tanpa Satuan",
"Prov. Riau",1410,"Kab. Kepulauan Meranti",2009,"Angka Harapan Hidup","Tahun",68.61
"Prov. Riau",1410,"Kab. Kepulauan Meranti",2009,"Angka Melek Huruf","Persen",89.73
"Prov. Riau",1410,"Kab. Kepulauan Meranti",2009,"Rata-rata Lama Sekolah","Tahun",7.32
"Prov. Riau",1410,"Kab. Kepulauan Meranti",2009,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",626.84
"Prov. Riau",1410,"Kab. Kepulauan Meranti",2009,"IPM","Tanpa Satuan",70.15
"Prov. Riau",1410,"Kab. Kepulauan Meranti",2010,"Angka Harapan Hidup","Tahun",68.73
"Prov. Riau",1410,"Kab. Kepulauan Meranti",2010,"Angka Melek Huruf","Persen",90.18
"Prov. Riau",1410,"Kab. Kepulauan Meranti",2010,"Rata-rata Lama Sekolah","Tahun",7.32
"Prov. Riau",1410,"Kab. Kepulauan Meranti",2010,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",630.86
"Prov. Riau",1410,"Kab. Kepulauan Meranti",2010,"IPM","Tanpa Satuan",70.62
"Prov. Riau",1410,"Kab. Kepulauan Meranti",2011,"Angka Harapan Hidup","Tahun",68.86
"Prov. Riau",1410,"Kab. Kepulauan Meranti",2011,"Angka Melek Huruf","Persen",90.34
"Prov. Riau",1410,"Kab. Kepulauan Meranti",2011,"Rata-rata Lama Sekolah","Tahun",7.35
"Prov. Riau",1410,"Kab. Kepulauan Meranti",2011,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",635.16
"Prov. Riau",1410,"Kab. Kepulauan Meranti",2011,"IPM","Tanpa Satuan",71.08
"Prov. Riau",1410,"Kab. Kepulauan Meranti",2012,"Angka Harapan Hidup","Tahun",68.98
"Prov. Riau",1410,"Kab. Kepulauan Meranti",2012,"Angka Melek Huruf","Persen",90.36
"Prov. Riau",1410,"Kab. Kepulauan Meranti",2012,"Rata-rata Lama Sekolah","Tahun",7.35
"Prov. Riau",1410,"Kab. Kepulauan Meranti",2012,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",639.27
"Prov. Riau",1410,"Kab. Kepulauan Meranti",2012,"IPM","Tanpa Satuan",71.47
"Prov. Riau",1471,"Kota Pekanbaru",2004,"Angka Harapan Hidup","Tahun",70.5
"Prov. Riau",1471,"Kota Pekanbaru",2004,"Angka Melek Huruf","Persen",99.53
"Prov. Riau",1471,"Kota Pekanbaru",2004,"Rata-rata Lama Sekolah","Tahun",11.1
"Prov. Riau",1471,"Kota Pekanbaru",2004,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",619.64
"Prov. Riau",1471,"Kota Pekanbaru",2004,"IPM","Tanpa Satuan",75.62
"Prov. Riau",1471,"Kota Pekanbaru",2005,"Angka Harapan Hidup","Tahun",70.53
"Prov. Riau",1471,"Kota Pekanbaru",2005,"Angka Melek Huruf","Persen",99.66
"Prov. Riau",1471,"Kota Pekanbaru",2005,"Rata-rata Lama Sekolah","Tahun",11.27
"Prov. Riau",1471,"Kota Pekanbaru",2005,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",621.42
"Prov. Riau",1471,"Kota Pekanbaru",2005,"IPM","Tanpa Satuan",75.93
"Prov. Riau",1471,"Kota Pekanbaru",2006,"Angka Harapan Hidup","Tahun",70.6
"Prov. Riau",1471,"Kota Pekanbaru",2006,"Angka Melek Huruf","Persen",99.77
"Prov. Riau",1471,"Kota Pekanbaru",2006,"Rata-rata Lama Sekolah","Tahun",11.3
"Prov. Riau",1471,"Kota Pekanbaru",2006,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",623.68
"Prov. Riau",1471,"Kota Pekanbaru",2006,"IPM","Tanpa Satuan",76.19
"Prov. Riau",1471,"Kota Pekanbaru",2007,"Angka Harapan Hidup","Tahun",70.87
"Prov. Riau",1471,"Kota Pekanbaru",2007,"Angka Melek Huruf","Persen",99.77
"Prov. Riau",1471,"Kota Pekanbaru",2007,"Rata-rata Lama Sekolah","Tahun",11.3
"Prov. Riau",1471,"Kota Pekanbaru",2007,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",632.08
"Prov. Riau",1471,"Kota Pekanbaru",2007,"IPM","Tanpa Satuan",76.98
"Prov. Riau",1471,"Kota Pekanbaru",2008,"Angka Harapan Hidup","Tahun",71.03
"Prov. Riau",1471,"Kota Pekanbaru",2008,"Angka Melek Huruf","Persen",99.77
"Prov. Riau",1471,"Kota Pekanbaru",2008,"Rata-rata Lama Sekolah","Tahun",11.3
"Prov. Riau",1471,"Kota Pekanbaru",2008,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",638.13
"Prov. Riau",1471,"Kota Pekanbaru",2008,"IPM","Tanpa Satuan",77.54
"Prov. Riau",1471,"Kota Pekanbaru",2009,"Angka Harapan Hidup","Tahun",71.24
"Prov. Riau",1471,"Kota Pekanbaru",2009,"Angka Melek Huruf","Persen",99.8
"Prov. Riau",1471,"Kota Pekanbaru",2009,"Rata-rata Lama Sekolah","Tahun",11.32
"Prov. Riau",1471,"Kota Pekanbaru",2009,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",640.57
"Prov. Riau",1471,"Kota Pekanbaru",2009,"IPM","Tanpa Satuan",77.86
"Prov. Riau",1471,"Kota Pekanbaru",2010,"Angka Harapan Hidup","Tahun",71.45
"Prov. Riau",1471,"Kota Pekanbaru",2010,"Angka Melek Huruf","Persen",99.87
"Prov. Riau",1471,"Kota Pekanbaru",2010,"Rata-rata Lama Sekolah","Tahun",11.33
"Prov. Riau",1471,"Kota Pekanbaru",2010,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",644.04
"Prov. Riau",1471,"Kota Pekanbaru",2010,"IPM","Tanpa Satuan",78.27
"Prov. Riau",1471,"Kota Pekanbaru",2011,"Angka Harapan Hidup","Tahun",71.67
"Prov. Riau",1471,"Kota Pekanbaru",2011,"Angka Melek Huruf","Persen",99.89
"Prov. Riau",1471,"Kota Pekanbaru",2011,"Rata-rata Lama Sekolah","Tahun",11.34
"Prov. Riau",1471,"Kota Pekanbaru",2011,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",648.05
"Prov. Riau",1471,"Kota Pekanbaru",2011,"IPM","Tanpa Satuan",78.72
"Prov. Riau",1471,"Kota Pekanbaru",2012,"Angka Harapan Hidup","Tahun",71.88
"Prov. Riau",1471,"Kota Pekanbaru",2012,"Angka Melek Huruf","Persen",99.9
"Prov. Riau",1471,"Kota Pekanbaru",2012,"Rata-rata Lama Sekolah","Tahun",11.35
"Prov. Riau",1471,"Kota Pekanbaru",2012,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",652.2
"Prov. Riau",1471,"Kota Pekanbaru",2012,"IPM","Tanpa Satuan",79.16
"Prov. Riau",1473,"Kota Dumai",2004,"Angka Harapan Hidup","Tahun",70.1
"Prov. Riau",1473,"Kota Dumai",2004,"Angka Melek Huruf","Persen",99.05
"Prov. Riau",1473,"Kota Dumai",2004,"Rata-rata Lama Sekolah","Tahun",9.7
"Prov. Riau",1473,"Kota Dumai",2004,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",612.79
"Prov. Riau",1473,"Kota Dumai",2004,"IPM","Tanpa Satuan",73.73
"Prov. Riau",1473,"Kota Dumai",2005,"Angka Harapan Hidup","Tahun",70.25
"Prov. Riau",1473,"Kota Dumai",2005,"Angka Melek Huruf","Persen",99.1
"Prov. Riau",1473,"Kota Dumai",2005,"Rata-rata Lama Sekolah","Tahun",9.7
"Prov. Riau",1473,"Kota Dumai",2005,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",632.22
"Prov. Riau",1473,"Kota Dumai",2005,"IPM","Tanpa Satuan",75.32
"Prov. Riau",1473,"Kota Dumai",2006,"Angka Harapan Hidup","Tahun",70.4
"Prov. Riau",1473,"Kota Dumai",2006,"Angka Melek Huruf","Persen",99.1
"Prov. Riau",1473,"Kota Dumai",2006,"Rata-rata Lama Sekolah","Tahun",9.7
"Prov. Riau",1473,"Kota Dumai",2006,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",633.74
"Prov. Riau",1473,"Kota Dumai",2006,"IPM","Tanpa Satuan",75.52
"Prov. Riau",1473,"Kota Dumai",2007,"Angka Harapan Hidup","Tahun",70.77
"Prov. Riau",1473,"Kota Dumai",2007,"Angka Melek Huruf","Persen",99.28
"Prov. Riau",1473,"Kota Dumai",2007,"Rata-rata Lama Sekolah","Tahun",9.7
"Prov. Riau",1473,"Kota Dumai",2007,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",640.87
"Prov. Riau",1473,"Kota Dumai",2007,"IPM","Tanpa Satuan",76.31
"Prov. Riau",1473,"Kota Dumai",2008,"Angka Harapan Hidup","Tahun",71.02
"Prov. Riau",1473,"Kota Dumai",2008,"Angka Melek Huruf","Persen",99.28
"Prov. Riau",1473,"Kota Dumai",2008,"Rata-rata Lama Sekolah","Tahun",9.7
"Prov. Riau",1473,"Kota Dumai",2008,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",646.88
"Prov. Riau",1473,"Kota Dumai",2008,"IPM","Tanpa Satuan",76.91
"Prov. Riau",1473,"Kota Dumai",2009,"Angka Harapan Hidup","Tahun",71.33
"Prov. Riau",1473,"Kota Dumai",2009,"Angka Melek Huruf","Persen",99.3
"Prov. Riau",1473,"Kota Dumai",2009,"Rata-rata Lama Sekolah","Tahun",9.72
"Prov. Riau",1473,"Kota Dumai",2009,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",649.88
"Prov. Riau",1473,"Kota Dumai",2009,"IPM","Tanpa Satuan",77.33
"Prov. Riau",1473,"Kota Dumai",2010,"Angka Harapan Hidup","Tahun",71.64
"Prov. Riau",1473,"Kota Dumai",2010,"Angka Melek Huruf","Persen",99.31
"Prov. Riau",1473,"Kota Dumai",2010,"Rata-rata Lama Sekolah","Tahun",9.72
"Prov. Riau",1473,"Kota Dumai",2010,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",653
"Prov. Riau",1473,"Kota Dumai",2010,"IPM","Tanpa Satuan",77.75
"Prov. Riau",1473,"Kota Dumai",2011,"Angka Harapan Hidup","Tahun",71.95
"Prov. Riau",1473,"Kota Dumai",2011,"Angka Melek Huruf","Persen",99.35
"Prov. Riau",1473,"Kota Dumai",2011,"Rata-rata Lama Sekolah","Tahun",9.73
"Prov. Riau",1473,"Kota Dumai",2011,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",657.01
"Prov. Riau",1473,"Kota Dumai",2011,"IPM","Tanpa Satuan",78.25
"Prov. Riau",1473,"Kota Dumai",2012,"Angka Harapan Hidup","Tahun",72.26
"Prov. Riau",1473,"Kota Dumai",2012,"Angka Melek Huruf","Persen",99.4
"Prov. Riau",1473,"Kota Dumai",2012,"Rata-rata Lama Sekolah","Tahun",9.74
"Prov. Riau",1473,"Kota Dumai",2012,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",660.81
"Prov. Riau",1473,"Kota Dumai",2012,"IPM","Tanpa Satuan",78.73
"Prov. Jambi",1501,"Kab. Kerinci",2004,"Angka Harapan Hidup","Tahun",69.9
"Prov. Jambi",1501,"Kab. Kerinci",2004,"Angka Melek Huruf","Persen",95.83
"Prov. Jambi",1501,"Kab. Kerinci",2004,"Rata-rata Lama Sekolah","Tahun",7.6
"Prov. Jambi",1501,"Kab. Kerinci",2004,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",614.19
"Prov. Jambi",1501,"Kab. Kerinci",2004,"IPM","Tanpa Satuan",71.45
"Prov. Jambi",1501,"Kab. Kerinci",2005,"Angka Harapan Hidup","Tahun",70.2
"Prov. Jambi",1501,"Kab. Kerinci",2005,"Angka Melek Huruf","Persen",96.2
"Prov. Jambi",1501,"Kab. Kerinci",2005,"Rata-rata Lama Sekolah","Tahun",7.75
"Prov. Jambi",1501,"Kab. Kerinci",2005,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",619.42
"Prov. Jambi",1501,"Kab. Kerinci",2005,"IPM","Tanpa Satuan",72.21
"Prov. Jambi",1501,"Kab. Kerinci",2006,"Angka Harapan Hidup","Tahun",70.3
"Prov. Jambi",1501,"Kab. Kerinci",2006,"Angka Melek Huruf","Persen",97.22
"Prov. Jambi",1501,"Kab. Kerinci",2006,"Rata-rata Lama Sekolah","Tahun",8.1
"Prov. Jambi",1501,"Kab. Kerinci",2006,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",619.77
"Prov. Jambi",1501,"Kab. Kerinci",2006,"IPM","Tanpa Satuan",72.78
"Prov. Jambi",1501,"Kab. Kerinci",2007,"Angka Harapan Hidup","Tahun",70.4
"Prov. Jambi",1501,"Kab. Kerinci",2007,"Angka Melek Huruf","Persen",97.22
"Prov. Jambi",1501,"Kab. Kerinci",2007,"Rata-rata Lama Sekolah","Tahun",8.1
"Prov. Jambi",1501,"Kab. Kerinci",2007,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",625.1
"Prov. Jambi",1501,"Kab. Kerinci",2007,"IPM","Tanpa Satuan",73.25
"Prov. Jambi",1501,"Kab. Kerinci",2008,"Angka Harapan Hidup","Tahun",70.56
"Prov. Jambi",1501,"Kab. Kerinci",2008,"Angka Melek Huruf","Persen",97.22
"Prov. Jambi",1501,"Kab. Kerinci",2008,"Rata-rata Lama Sekolah","Tahun",8.1
"Prov. Jambi",1501,"Kab. Kerinci",2008,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",629.91
"Prov. Jambi",1501,"Kab. Kerinci",2008,"IPM","Tanpa Satuan",73.71
"Prov. Jambi",1501,"Kab. Kerinci",2009,"Angka Harapan Hidup","Tahun",70.7
"Prov. Jambi",1501,"Kab. Kerinci",2009,"Angka Melek Huruf","Persen",97.23
"Prov. Jambi",1501,"Kab. Kerinci",2009,"Rata-rata Lama Sekolah","Tahun",8.11
"Prov. Jambi",1501,"Kab. Kerinci",2009,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",631.88
"Prov. Jambi",1501,"Kab. Kerinci",2009,"IPM","Tanpa Satuan",73.94
"Prov. Jambi",1501,"Kab. Kerinci",2010,"Angka Harapan Hidup","Tahun",70.83
"Prov. Jambi",1501,"Kab. Kerinci",2010,"Angka Melek Huruf","Persen",97.24
"Prov. Jambi",1501,"Kab. Kerinci",2010,"Rata-rata Lama Sekolah","Tahun",8.11
"Prov. Jambi",1501,"Kab. Kerinci",2010,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",635
"Prov. Jambi",1501,"Kab. Kerinci",2010,"IPM","Tanpa Satuan",74.26
"Prov. Jambi",1501,"Kab. Kerinci",2011,"Angka Harapan Hidup","Tahun",70.96
"Prov. Jambi",1501,"Kab. Kerinci",2011,"Angka Melek Huruf","Persen",97.25
"Prov. Jambi",1501,"Kab. Kerinci",2011,"Rata-rata Lama Sekolah","Tahun",8.2
"Prov. Jambi",1501,"Kab. Kerinci",2011,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",639.64
"Prov. Jambi",1501,"Kab. Kerinci",2011,"IPM","Tanpa Satuan",74.76
"Prov. Jambi",1501,"Kab. Kerinci",2012,"Angka Harapan Hidup","Tahun",71.09
"Prov. Jambi",1501,"Kab. Kerinci",2012,"Angka Melek Huruf","Persen",97.26
"Prov. Jambi",1501,"Kab. Kerinci",2012,"Rata-rata Lama Sekolah","Tahun",8.27
"Prov. Jambi",1501,"Kab. Kerinci",2012,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",642.65
"Prov. Jambi",1501,"Kab. Kerinci",2012,"IPM","Tanpa Satuan",75.11
"Prov. Jambi",1502,"Kab. Merangin",2004,"Angka Harapan Hidup","Tahun",66.9
"Prov. Jambi",1502,"Kab. Merangin",2004,"Angka Melek Huruf","Persen",96.88
"Prov. Jambi",1502,"Kab. Merangin",2004,"Rata-rata Lama Sekolah","Tahun",6.9
"Prov. Jambi",1502,"Kab. Merangin",2004,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",611.83
"Prov. Jambi",1502,"Kab. Merangin",2004,"IPM","Tanpa Satuan",69.32
"Prov. Jambi",1502,"Kab. Merangin",2005,"Angka Harapan Hidup","Tahun",67.1
"Prov. Jambi",1502,"Kab. Merangin",2005,"Angka Melek Huruf","Persen",96.9
"Prov. Jambi",1502,"Kab. Merangin",2005,"Rata-rata Lama Sekolah","Tahun",6.9
"Prov. Jambi",1502,"Kab. Merangin",2005,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",617.52
"Prov. Jambi",1502,"Kab. Merangin",2005,"IPM","Tanpa Satuan",69.87
"Prov. Jambi",1502,"Kab. Merangin",2006,"Angka Harapan Hidup","Tahun",67.5
"Prov. Jambi",1502,"Kab. Merangin",2006,"Angka Melek Huruf","Persen",96.9
"Prov. Jambi",1502,"Kab. Merangin",2006,"Rata-rata Lama Sekolah","Tahun",6.9
"Prov. Jambi",1502,"Kab. Merangin",2006,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",619.65
"Prov. Jambi",1502,"Kab. Merangin",2006,"IPM","Tanpa Satuan",70.26
"Prov. Jambi",1502,"Kab. Merangin",2007,"Angka Harapan Hidup","Tahun",67.61
"Prov. Jambi",1502,"Kab. Merangin",2007,"Angka Melek Huruf","Persen",96.9
"Prov. Jambi",1502,"Kab. Merangin",2007,"Rata-rata Lama Sekolah","Tahun",7.45
"Prov. Jambi",1502,"Kab. Merangin",2007,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",619.7
"Prov. Jambi",1502,"Kab. Merangin",2007,"IPM","Tanpa Satuan",70.73
"Prov. Jambi",1502,"Kab. Merangin",2008,"Angka Harapan Hidup","Tahun",67.95
"Prov. Jambi",1502,"Kab. Merangin",2008,"Angka Melek Huruf","Persen",97.38
"Prov. Jambi",1502,"Kab. Merangin",2008,"Rata-rata Lama Sekolah","Tahun",7.45
"Prov. Jambi",1502,"Kab. Merangin",2008,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",624.52
"Prov. Jambi",1502,"Kab. Merangin",2008,"IPM","Tanpa Satuan",71.39
"Prov. Jambi",1502,"Kab. Merangin",2009,"Angka Harapan Hidup","Tahun",68.17
"Prov. Jambi",1502,"Kab. Merangin",2009,"Angka Melek Huruf","Persen",97.39
"Prov. Jambi",1502,"Kab. Merangin",2009,"Rata-rata Lama Sekolah","Tahun",7.47
"Prov. Jambi",1502,"Kab. Merangin",2009,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",625.72
"Prov. Jambi",1502,"Kab. Merangin",2009,"IPM","Tanpa Satuan",71.63
"Prov. Jambi",1502,"Kab. Merangin",2010,"Angka Harapan Hidup","Tahun",68.4
"Prov. Jambi",1502,"Kab. Merangin",2010,"Angka Melek Huruf","Persen",97.47
"Prov. Jambi",1502,"Kab. Merangin",2010,"Rata-rata Lama Sekolah","Tahun",7.5
"Prov. Jambi",1502,"Kab. Merangin",2010,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",627.76
"Prov. Jambi",1502,"Kab. Merangin",2010,"IPM","Tanpa Satuan",71.95
"Prov. Jambi",1502,"Kab. Merangin",2011,"Angka Harapan Hidup","Tahun",68.61
"Prov. Jambi",1502,"Kab. Merangin",2011,"Angka Melek Huruf","Persen",97.52
"Prov. Jambi",1502,"Kab. Merangin",2011,"Rata-rata Lama Sekolah","Tahun",7.55
"Prov. Jambi",1502,"Kab. Merangin",2011,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",631.42
"Prov. Jambi",1502,"Kab. Merangin",2011,"IPM","Tanpa Satuan",72.4
"Prov. Jambi",1502,"Kab. Merangin",2012,"Angka Harapan Hidup","Tahun",68.83
"Prov. Jambi",1502,"Kab. Merangin",2012,"Angka Melek Huruf","Persen",97.53
"Prov. Jambi",1502,"Kab. Merangin",2012,"Rata-rata Lama Sekolah","Tahun",7.65
"Prov. Jambi",1502,"Kab. Merangin",2012,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",634.7
