nama_provinsi,kode_kabkota,nama_kabkota,tahun,indikator_ipm,satuan,nilai
"Prov. Maluku",8101,"Kab. Maluku Tenggara Barat",2006,"IPM","Tanpa Satuan",66.47
"Prov. Maluku",8101,"Kab. Maluku Tenggara Barat",2007,"Angka Harapan Hidup","Tahun",63.73
"Prov. Maluku",8101,"Kab. Maluku Tenggara Barat",2007,"Angka Melek Huruf","Persen",99.34
"Prov. Maluku",8101,"Kab. Maluku Tenggara Barat",2007,"Rata-rata Lama Sekolah","Tahun",8.51
"Prov. Maluku",8101,"Kab. Maluku Tenggara Barat",2007,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",583.87
"Prov. Maluku",8101,"Kab. Maluku Tenggara Barat",2007,"IPM","Tanpa Satuan",67.14
"Prov. Maluku",8101,"Kab. Maluku Tenggara Barat",2008,"Angka Harapan Hidup","Tahun",63.99
"Prov. Maluku",8101,"Kab. Maluku Tenggara Barat",2008,"Angka Melek Huruf","Persen",99.34
"Prov. Maluku",8101,"Kab. Maluku Tenggara Barat",2008,"Rata-rata Lama Sekolah","Tahun",8.51
"Prov. Maluku",8101,"Kab. Maluku Tenggara Barat",2008,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",587.68
"Prov. Maluku",8101,"Kab. Maluku Tenggara Barat",2008,"IPM","Tanpa Satuan",67.58
"Prov. Maluku",8101,"Kab. Maluku Tenggara Barat",2009,"Angka Harapan Hidup","Tahun",64.13
"Prov. Maluku",8101,"Kab. Maluku Tenggara Barat",2009,"Angka Melek Huruf","Persen",99.35
"Prov. Maluku",8101,"Kab. Maluku Tenggara Barat",2009,"Rata-rata Lama Sekolah","Tahun",8.54
"Prov. Maluku",8101,"Kab. Maluku Tenggara Barat",2009,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",593.1
"Prov. Maluku",8101,"Kab. Maluku Tenggara Barat",2009,"IPM","Tanpa Satuan",68.1
"Prov. Maluku",8101,"Kab. Maluku Tenggara Barat",2010,"Angka Harapan Hidup","Tahun",64.28
"Prov. Maluku",8101,"Kab. Maluku Tenggara Barat",2010,"Angka Melek Huruf","Persen",99.63
"Prov. Maluku",8101,"Kab. Maluku Tenggara Barat",2010,"Rata-rata Lama Sekolah","Tahun",8.93
"Prov. Maluku",8101,"Kab. Maluku Tenggara Barat",2010,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",596.95
"Prov. Maluku",8101,"Kab. Maluku Tenggara Barat",2010,"IPM","Tanpa Satuan",68.83
"Prov. Maluku",8101,"Kab. Maluku Tenggara Barat",2011,"Angka Harapan Hidup","Tahun",64.42
"Prov. Maluku",8101,"Kab. Maluku Tenggara Barat",2011,"Angka Melek Huruf","Persen",99.64
"Prov. Maluku",8101,"Kab. Maluku Tenggara Barat",2011,"Rata-rata Lama Sekolah","Tahun",8.96
"Prov. Maluku",8101,"Kab. Maluku Tenggara Barat",2011,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",600.82
"Prov. Maluku",8101,"Kab. Maluku Tenggara Barat",2011,"IPM","Tanpa Satuan",69.23
"Prov. Maluku",8101,"Kab. Maluku Tenggara Barat",2012,"Angka Harapan Hidup","Tahun",64.56
"Prov. Maluku",8101,"Kab. Maluku Tenggara Barat",2012,"Angka Melek Huruf","Persen",99.75
"Prov. Maluku",8101,"Kab. Maluku Tenggara Barat",2012,"Rata-rata Lama Sekolah","Tahun",8.98
"Prov. Maluku",8101,"Kab. Maluku Tenggara Barat",2012,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",603.71
"Prov. Maluku",8101,"Kab. Maluku Tenggara Barat",2012,"IPM","Tanpa Satuan",69.57
"Prov. Maluku",8102,"Kab. Maluku Tenggara",2004,"Angka Harapan Hidup","Tahun",66.8
"Prov. Maluku",8102,"Kab. Maluku Tenggara",2004,"Angka Melek Huruf","Persen",99.44
"Prov. Maluku",8102,"Kab. Maluku Tenggara",2004,"Rata-rata Lama Sekolah","Tahun",7.48
"Prov. Maluku",8102,"Kab. Maluku Tenggara",2004,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",591.64
"Prov. Maluku",8102,"Kab. Maluku Tenggara",2004,"IPM","Tanpa Satuan",68.71
"Prov. Maluku",8102,"Kab. Maluku Tenggara",2005,"Angka Harapan Hidup","Tahun",66.88
"Prov. Maluku",8102,"Kab. Maluku Tenggara",2005,"Angka Melek Huruf","Persen",99.54
"Prov. Maluku",8102,"Kab. Maluku Tenggara",2005,"Rata-rata Lama Sekolah","Tahun",7.59
"Prov. Maluku",8102,"Kab. Maluku Tenggara",2005,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",595.05
"Prov. Maluku",8102,"Kab. Maluku Tenggara",2005,"IPM","Tanpa Satuan",69.11
"Prov. Maluku",8102,"Kab. Maluku Tenggara",2006,"Angka Harapan Hidup","Tahun",67.2
"Prov. Maluku",8102,"Kab. Maluku Tenggara",2006,"Angka Melek Huruf","Persen",99.52
"Prov. Maluku",8102,"Kab. Maluku Tenggara",2006,"Rata-rata Lama Sekolah","Tahun",8.74
"Prov. Maluku",8102,"Kab. Maluku Tenggara",2006,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",598.23
"Prov. Maluku",8102,"Kab. Maluku Tenggara",2006,"IPM","Tanpa Satuan",70.39
"Prov. Maluku",8102,"Kab. Maluku Tenggara",2007,"Angka Harapan Hidup","Tahun",67.4
"Prov. Maluku",8102,"Kab. Maluku Tenggara",2007,"Angka Melek Huruf","Persen",99.52
"Prov. Maluku",8102,"Kab. Maluku Tenggara",2007,"Rata-rata Lama Sekolah","Tahun",8.74
"Prov. Maluku",8102,"Kab. Maluku Tenggara",2007,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",605.25
"Prov. Maluku",8102,"Kab. Maluku Tenggara",2007,"IPM","Tanpa Satuan",71.04
"Prov. Maluku",8102,"Kab. Maluku Tenggara",2008,"Angka Harapan Hidup","Tahun",67.59
"Prov. Maluku",8102,"Kab. Maluku Tenggara",2008,"Angka Melek Huruf","Persen",99.52
"Prov. Maluku",8102,"Kab. Maluku Tenggara",2008,"Rata-rata Lama Sekolah","Tahun",8.74
"Prov. Maluku",8102,"Kab. Maluku Tenggara",2008,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",609.27
"Prov. Maluku",8102,"Kab. Maluku Tenggara",2008,"IPM","Tanpa Satuan",71.45
"Prov. Maluku",8102,"Kab. Maluku Tenggara",2009,"Angka Harapan Hidup","Tahun",67.79
"Prov. Maluku",8102,"Kab. Maluku Tenggara",2009,"Angka Melek Huruf","Persen",99.54
"Prov. Maluku",8102,"Kab. Maluku Tenggara",2009,"Rata-rata Lama Sekolah","Tahun",8.75
"Prov. Maluku",8102,"Kab. Maluku Tenggara",2009,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",616.49
"Prov. Maluku",8102,"Kab. Maluku Tenggara",2009,"IPM","Tanpa Satuan",72.13
"Prov. Maluku",8102,"Kab. Maluku Tenggara",2010,"Angka Harapan Hidup","Tahun",67.99
"Prov. Maluku",8102,"Kab. Maluku Tenggara",2010,"Angka Melek Huruf","Persen",99.54
"Prov. Maluku",8102,"Kab. Maluku Tenggara",2010,"Rata-rata Lama Sekolah","Tahun",8.75
"Prov. Maluku",8102,"Kab. Maluku Tenggara",2010,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",619.17
"Prov. Maluku",8102,"Kab. Maluku Tenggara",2010,"IPM","Tanpa Satuan",72.45
"Prov. Maluku",8102,"Kab. Maluku Tenggara",2011,"Angka Harapan Hidup","Tahun",68.19
"Prov. Maluku",8102,"Kab. Maluku Tenggara",2011,"Angka Melek Huruf","Persen",99.58
"Prov. Maluku",8102,"Kab. Maluku Tenggara",2011,"Rata-rata Lama Sekolah","Tahun",8.77
"Prov. Maluku",8102,"Kab. Maluku Tenggara",2011,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",622.65
"Prov. Maluku",8102,"Kab. Maluku Tenggara",2011,"IPM","Tanpa Satuan",72.85
"Prov. Maluku",8102,"Kab. Maluku Tenggara",2012,"Angka Harapan Hidup","Tahun",68.39
"Prov. Maluku",8102,"Kab. Maluku Tenggara",2012,"Angka Melek Huruf","Persen",99.58
"Prov. Maluku",8102,"Kab. Maluku Tenggara",2012,"Rata-rata Lama Sekolah","Tahun",8.91
"Prov. Maluku",8102,"Kab. Maluku Tenggara",2012,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",625.36
"Prov. Maluku",8102,"Kab. Maluku Tenggara",2012,"IPM","Tanpa Satuan",73.27
"Prov. Maluku",8103,"Kab. Maluku Tengah",2004,"Angka Harapan Hidup","Tahun",64.5
"Prov. Maluku",8103,"Kab. Maluku Tengah",2004,"Angka Melek Huruf","Persen",97.91
"Prov. Maluku",8103,"Kab. Maluku Tengah",2004,"Rata-rata Lama Sekolah","Tahun",8.05
"Prov. Maluku",8103,"Kab. Maluku Tengah",2004,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",587.99
"Prov. Maluku",8103,"Kab. Maluku Tengah",2004,"IPM","Tanpa Satuan",67.23
"Prov. Maluku",8103,"Kab. Maluku Tengah",2005,"Angka Harapan Hidup","Tahun",64.6
"Prov. Maluku",8103,"Kab. Maluku Tengah",2005,"Angka Melek Huruf","Persen",98.62
"Prov. Maluku",8103,"Kab. Maluku Tengah",2005,"Rata-rata Lama Sekolah","Tahun",8.1
"Prov. Maluku",8103,"Kab. Maluku Tengah",2005,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",591.38
"Prov. Maluku",8103,"Kab. Maluku Tengah",2005,"IPM","Tanpa Satuan",67.74
"Prov. Maluku",8103,"Kab. Maluku Tengah",2006,"Angka Harapan Hidup","Tahun",65.2
"Prov. Maluku",8103,"Kab. Maluku Tengah",2006,"Angka Melek Huruf","Persen",98.62
"Prov. Maluku",8103,"Kab. Maluku Tengah",2006,"Rata-rata Lama Sekolah","Tahun",8.1
"Prov. Maluku",8103,"Kab. Maluku Tengah",2006,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",594.53
"Prov. Maluku",8103,"Kab. Maluku Tengah",2006,"IPM","Tanpa Satuan",68.31
"Prov. Maluku",8103,"Kab. Maluku Tengah",2007,"Angka Harapan Hidup","Tahun",65.33
"Prov. Maluku",8103,"Kab. Maluku Tengah",2007,"Angka Melek Huruf","Persen",98.62
"Prov. Maluku",8103,"Kab. Maluku Tengah",2007,"Rata-rata Lama Sekolah","Tahun",8.1
"Prov. Maluku",8103,"Kab. Maluku Tengah",2007,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",603.21
"Prov. Maluku",8103,"Kab. Maluku Tengah",2007,"IPM","Tanpa Satuan",69.06
"Prov. Maluku",8103,"Kab. Maluku Tengah",2008,"Angka Harapan Hidup","Tahun",65.48
"Prov. Maluku",8103,"Kab. Maluku Tengah",2008,"Angka Melek Huruf","Persen",99.08
"Prov. Maluku",8103,"Kab. Maluku Tengah",2008,"Rata-rata Lama Sekolah","Tahun",8.18
"Prov. Maluku",8103,"Kab. Maluku Tengah",2008,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",607.51
"Prov. Maluku",8103,"Kab. Maluku Tengah",2008,"IPM","Tanpa Satuan",69.63
"Prov. Maluku",8103,"Kab. Maluku Tengah",2009,"Angka Harapan Hidup","Tahun",65.62
"Prov. Maluku",8103,"Kab. Maluku Tengah",2009,"Angka Melek Huruf","Persen",99.09
"Prov. Maluku",8103,"Kab. Maluku Tengah",2009,"Rata-rata Lama Sekolah","Tahun",8.34
"Prov. Maluku",8103,"Kab. Maluku Tengah",2009,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",613.97
"Prov. Maluku",8103,"Kab. Maluku Tengah",2009,"IPM","Tanpa Satuan",70.32
"Prov. Maluku",8103,"Kab. Maluku Tengah",2010,"Angka Harapan Hidup","Tahun",65.75
"Prov. Maluku",8103,"Kab. Maluku Tengah",2010,"Angka Melek Huruf","Persen",99.09
"Prov. Maluku",8103,"Kab. Maluku Tengah",2010,"Rata-rata Lama Sekolah","Tahun",8.85
"Prov. Maluku",8103,"Kab. Maluku Tengah",2010,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",615.09
"Prov. Maluku",8103,"Kab. Maluku Tengah",2010,"IPM","Tanpa Satuan",70.86
"Prov. Maluku",8103,"Kab. Maluku Tengah",2011,"Angka Harapan Hidup","Tahun",65.89
"Prov. Maluku",8103,"Kab. Maluku Tengah",2011,"Angka Melek Huruf","Persen",99.1
"Prov. Maluku",8103,"Kab. Maluku Tengah",2011,"Rata-rata Lama Sekolah","Tahun",8.86
"Prov. Maluku",8103,"Kab. Maluku Tengah",2011,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",618.96
"Prov. Maluku",8103,"Kab. Maluku Tengah",2011,"IPM","Tanpa Satuan",71.25
"Prov. Maluku",8103,"Kab. Maluku Tengah",2012,"Angka Harapan Hidup","Tahun",66.03
"Prov. Maluku",8103,"Kab. Maluku Tengah",2012,"Angka Melek Huruf","Persen",99.11
"Prov. Maluku",8103,"Kab. Maluku Tengah",2012,"Rata-rata Lama Sekolah","Tahun",8.88
"Prov. Maluku",8103,"Kab. Maluku Tengah",2012,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",621.68
"Prov. Maluku",8103,"Kab. Maluku Tengah",2012,"IPM","Tanpa Satuan",71.55
"Prov. Maluku",8104,"Kab. Buru",2004,"Angka Harapan Hidup","Tahun",65.87
"Prov. Maluku",8104,"Kab. Buru",2004,"Angka Melek Huruf","Persen",92.8
"Prov. Maluku",8104,"Kab. Buru",2004,"Rata-rata Lama Sekolah","Tahun",7.17
"Prov. Maluku",8104,"Kab. Buru",2004,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",585.2
"Prov. Maluku",8104,"Kab. Buru",2004,"IPM","Tanpa Satuan",65.99
"Prov. Maluku",8104,"Kab. Buru",2005,"Angka Harapan Hidup","Tahun",66.08
"Prov. Maluku",8104,"Kab. Buru",2005,"Angka Melek Huruf","Persen",92.8
"Prov. Maluku",8104,"Kab. Buru",2005,"Rata-rata Lama Sekolah","Tahun",7.2
"Prov. Maluku",8104,"Kab. Buru",2005,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",588.57
"Prov. Maluku",8104,"Kab. Buru",2005,"IPM","Tanpa Satuan",66.38
"Prov. Maluku",8104,"Kab. Buru",2006,"Angka Harapan Hidup","Tahun",66.3
"Prov. Maluku",8104,"Kab. Buru",2006,"Angka Melek Huruf","Persen",92.8
"Prov. Maluku",8104,"Kab. Buru",2006,"Rata-rata Lama Sekolah","Tahun",7.2
"Prov. Maluku",8104,"Kab. Buru",2006,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",591.71
"Prov. Maluku",8104,"Kab. Buru",2006,"IPM","Tanpa Satuan",66.75
"Prov. Maluku",8104,"Kab. Buru",2007,"Angka Harapan Hidup","Tahun",66.75
"Prov. Maluku",8104,"Kab. Buru",2007,"Angka Melek Huruf","Persen",92.8
"Prov. Maluku",8104,"Kab. Buru",2007,"Rata-rata Lama Sekolah","Tahun",7.2
"Prov. Maluku",8104,"Kab. Buru",2007,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",598.04
"Prov. Maluku",8104,"Kab. Buru",2007,"IPM","Tanpa Satuan",67.49
"Prov. Maluku",8104,"Kab. Buru",2008,"Angka Harapan Hidup","Tahun",67.17
"Prov. Maluku",8104,"Kab. Buru",2008,"Angka Melek Huruf","Persen",92.8
"Prov. Maluku",8104,"Kab. Buru",2008,"Rata-rata Lama Sekolah","Tahun",7.2
"Prov. Maluku",8104,"Kab. Buru",2008,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",602.01
"Prov. Maluku",8104,"Kab. Buru",2008,"IPM","Tanpa Satuan",68.03
"Prov. Maluku",8104,"Kab. Buru",2009,"Angka Harapan Hidup","Tahun",67.61
"Prov. Maluku",8104,"Kab. Buru",2009,"Angka Melek Huruf","Persen",92.82
"Prov. Maluku",8104,"Kab. Buru",2009,"Rata-rata Lama Sekolah","Tahun",7.21
"Prov. Maluku",8104,"Kab. Buru",2009,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",607.35
"Prov. Maluku",8104,"Kab. Buru",2009,"IPM","Tanpa Satuan",68.7
"Prov. Maluku",8104,"Kab. Buru",2010,"Angka Harapan Hidup","Tahun",68.05
"Prov. Maluku",8104,"Kab. Buru",2010,"Angka Melek Huruf","Persen",92.84
"Prov. Maluku",8104,"Kab. Buru",2010,"Rata-rata Lama Sekolah","Tahun",7.43
"Prov. Maluku",8104,"Kab. Buru",2010,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",610.63
"Prov. Maluku",8104,"Kab. Buru",2010,"IPM","Tanpa Satuan",69.36
"Prov. Maluku",8104,"Kab. Buru",2011,"Angka Harapan Hidup","Tahun",68.49
"Prov. Maluku",8104,"Kab. Buru",2011,"Angka Melek Huruf","Persen",92.85
"Prov. Maluku",8104,"Kab. Buru",2011,"Rata-rata Lama Sekolah","Tahun",7.44
"Prov. Maluku",8104,"Kab. Buru",2011,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",612.41
"Prov. Maluku",8104,"Kab. Buru",2011,"IPM","Tanpa Satuan",69.75
"Prov. Maluku",8104,"Kab. Buru",2012,"Angka Harapan Hidup","Tahun",68.94
"Prov. Maluku",8104,"Kab. Buru",2012,"Angka Melek Huruf","Persen",92.85
"Prov. Maluku",8104,"Kab. Buru",2012,"Rata-rata Lama Sekolah","Tahun",7.92
"Prov. Maluku",8104,"Kab. Buru",2012,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",614.76
"Prov. Maluku",8104,"Kab. Buru",2012,"IPM","Tanpa Satuan",70.54
"Prov. Maluku",8105,"Kab. Kepulauan Aru",2004,"Angka Harapan Hidup","Tahun",66.75
"Prov. Maluku",8105,"Kab. Kepulauan Aru",2004,"Angka Melek Huruf","Persen",98.7
"Prov. Maluku",8105,"Kab. Kepulauan Aru",2004,"Rata-rata Lama Sekolah","Tahun",7.35
"Prov. Maluku",8105,"Kab. Kepulauan Aru",2004,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",584
"Prov. Maluku",8105,"Kab. Kepulauan Aru",2004,"IPM","Tanpa Satuan",67.83
"Prov. Maluku",8105,"Kab. Kepulauan Aru",2005,"Angka Harapan Hidup","Tahun",66.83
"Prov. Maluku",8105,"Kab. Kepulauan Aru",2005,"Angka Melek Huruf","Persen",98.8
"Prov. Maluku",8105,"Kab. Kepulauan Aru",2005,"Rata-rata Lama Sekolah","Tahun",7.5
"Prov. Maluku",8105,"Kab. Kepulauan Aru",2005,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",587.37
"Prov. Maluku",8105,"Kab. Kepulauan Aru",2005,"IPM","Tanpa Satuan",68.26
"Prov. Maluku",8105,"Kab. Kepulauan Aru",2006,"Angka Harapan Hidup","Tahun",66.9
"Prov. Maluku",8105,"Kab. Kepulauan Aru",2006,"Angka Melek Huruf","Persen",98.8
"Prov. Maluku",8105,"Kab. Kepulauan Aru",2006,"Rata-rata Lama Sekolah","Tahun",7.5
"Prov. Maluku",8105,"Kab. Kepulauan Aru",2006,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",590.5
"Prov. Maluku",8105,"Kab. Kepulauan Aru",2006,"IPM","Tanpa Satuan",68.54
"Prov. Maluku",8105,"Kab. Kepulauan Aru",2007,"Angka Harapan Hidup","Tahun",67.11
"Prov. Maluku",8105,"Kab. Kepulauan Aru",2007,"Angka Melek Huruf","Persen",98.8
"Prov. Maluku",8105,"Kab. Kepulauan Aru",2007,"Rata-rata Lama Sekolah","Tahun",7.5
"Prov. Maluku",8105,"Kab. Kepulauan Aru",2007,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",593.78
"Prov. Maluku",8105,"Kab. Kepulauan Aru",2007,"IPM","Tanpa Satuan",68.91
"Prov. Maluku",8105,"Kab. Kepulauan Aru",2008,"Angka Harapan Hidup","Tahun",67.31
"Prov. Maluku",8105,"Kab. Kepulauan Aru",2008,"Angka Melek Huruf","Persen",98.8
"Prov. Maluku",8105,"Kab. Kepulauan Aru",2008,"Rata-rata Lama Sekolah","Tahun",7.5
"Prov. Maluku",8105,"Kab. Kepulauan Aru",2008,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",598.06
"Prov. Maluku",8105,"Kab. Kepulauan Aru",2008,"IPM","Tanpa Satuan",69.36
"Prov. Maluku",8105,"Kab. Kepulauan Aru",2009,"Angka Harapan Hidup","Tahun",67.52
"Prov. Maluku",8105,"Kab. Kepulauan Aru",2009,"Angka Melek Huruf","Persen",99
"Prov. Maluku",8105,"Kab. Kepulauan Aru",2009,"Rata-rata Lama Sekolah","Tahun",7.52
"Prov. Maluku",8105,"Kab. Kepulauan Aru",2009,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",603.23
"Prov. Maluku",8105,"Kab. Kepulauan Aru",2009,"IPM","Tanpa Satuan",69.93
"Prov. Maluku",8105,"Kab. Kepulauan Aru",2010,"Angka Harapan Hidup","Tahun",67.73
"Prov. Maluku",8105,"Kab. Kepulauan Aru",2010,"Angka Melek Huruf","Persen",99.05
"Prov. Maluku",8105,"Kab. Kepulauan Aru",2010,"Rata-rata Lama Sekolah","Tahun",7.56
"Prov. Maluku",8105,"Kab. Kepulauan Aru",2010,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",603.24
"Prov. Maluku",8105,"Kab. Kepulauan Aru",2010,"IPM","Tanpa Satuan",70.09
"Prov. Maluku",8105,"Kab. Kepulauan Aru",2011,"Angka Harapan Hidup","Tahun",67.94
"Prov. Maluku",8105,"Kab. Kepulauan Aru",2011,"Angka Melek Huruf","Persen",99.06
"Prov. Maluku",8105,"Kab. Kepulauan Aru",2011,"Rata-rata Lama Sekolah","Tahun",7.59
"Prov. Maluku",8105,"Kab. Kepulauan Aru",2011,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",604.6
"Prov. Maluku",8105,"Kab. Kepulauan Aru",2011,"IPM","Tanpa Satuan",70.33
"Prov. Maluku",8105,"Kab. Kepulauan Aru",2012,"Angka Harapan Hidup","Tahun",68.15
"Prov. Maluku",8105,"Kab. Kepulauan Aru",2012,"Angka Melek Huruf","Persen",99.07
"Prov. Maluku",8105,"Kab. Kepulauan Aru",2012,"Rata-rata Lama Sekolah","Tahun",8.02
"Prov. Maluku",8105,"Kab. Kepulauan Aru",2012,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",606.51
"Prov. Maluku",8105,"Kab. Kepulauan Aru",2012,"IPM","Tanpa Satuan",70.91
"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2004,"Angka Harapan Hidup","Tahun",64.35
"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2004,"Angka Melek Huruf","Persen",97.65
"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2004,"Rata-rata Lama Sekolah","Tahun",7.85
"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2004,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",577.85
"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2004,"IPM","Tanpa Satuan",66.16
"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2005,"Angka Harapan Hidup","Tahun",65.2
"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2005,"Angka Melek Huruf","Persen",98
"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2005,"Rata-rata Lama Sekolah","Tahun",8
"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2005,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",581.18
"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2005,"IPM","Tanpa Satuan",67.07
"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2006,"Angka Harapan Hidup","Tahun",66.1
"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2006,"Angka Melek Huruf","Persen",98
"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2006,"Rata-rata Lama Sekolah","Tahun",8
"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2006,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",584.28
"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2006,"IPM","Tanpa Satuan",67.81
"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2007,"Angka Harapan Hidup","Tahun",66.21
"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2007,"Angka Melek Huruf","Persen",98
"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2007,"Rata-rata Lama Sekolah","Tahun",8.2
"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2007,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",587.53
"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2007,"IPM","Tanpa Satuan",68.28
"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2008,"Angka Harapan Hidup","Tahun",66.33
"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2008,"Angka Melek Huruf","Persen",98
"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2008,"Rata-rata Lama Sekolah","Tahun",8.2
"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2008,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",591.82
"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2008,"IPM","Tanpa Satuan",68.67
"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2009,"Angka Harapan Hidup","Tahun",66.45
"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2009,"Angka Melek Huruf","Persen",98.22
"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2009,"Rata-rata Lama Sekolah","Tahun",8.23
"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2009,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",597.04
"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2009,"IPM","Tanpa Satuan",69.21
"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2010,"Angka Harapan Hidup","Tahun",66.56
"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2010,"Angka Melek Huruf","Persen",98.28
"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2010,"Rata-rata Lama Sekolah","Tahun",8.29
"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2010,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",601.01
"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2010,"IPM","Tanpa Satuan",69.64
"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2011,"Angka Harapan Hidup","Tahun",66.68
"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2011,"Angka Melek Huruf","Persen",98.29
"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2011,"Rata-rata Lama Sekolah","Tahun",8.41
"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2011,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",604.56
"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2011,"IPM","Tanpa Satuan",70.07
"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2012,"Angka Harapan Hidup","Tahun",66.79
"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2012,"Angka Melek Huruf","Persen",98.3
"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2012,"Rata-rata Lama Sekolah","Tahun",8.57
"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2012,"Pengeluaran Perkapita Disesuaikan","Ribu Rupiah",606.55
"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2012,"IPM","Tanpa Satuan",70.4
