69.5,90.7,7.1,643.2,72.7
67.8,86.6,6.4,635.8,71.9
63.2,83.7,6.8,634.5,69
68.4,88.1,7.3,639,66
63.9,80.7,5.9,633.3,70.5
63.5,78.3,6.2,641.1,65
61.7,80.5,5.9,641.6,65.1
64.6,91.2,6.8,643.6,64.4
71,97.8,9.9,654.8,69.2
70.6,94.2,7.9,648.9,77.4
70.3,93.9,8,644.1,74.4
69.3,91.1,7.6,638.4,73.9
69.3,89.6,7.4,630.9,72
71.7,91.1,7.8,644,70.9
70.6,85.6,7,628.4,73.8
67.4,84.8,6.7,624.1,70.2
68.2,85.9,6.5,635.9,67.7
68.6,88.8,7.6,639.2,69.2
71.5,96.2,9,647.3,71
63.7,82.9,5.7,639.7,76
64,69.1,4.2,639.4,65.7
64.8,84.2,6.3,632.8,61.7
65.1,78.7,5.7,651.2,66.5
70.9,97.6,10.2,651.4,66.4
72.8,97.3,9.8,657.1,77.2
71,98.3,10.9,658,78.3
70.9,92.6,8.7,658.1,78.4
66.5,97.1,9.1,658.8,75.4
72,97.2,10.1,656.2,74.3
71.4,97.8,10.5,648.5,78
71.5,98.4,10.1,660.4,77.5
70,98.3,8.5,648.7,78.3
